aaba,12.3666667,22.2833333
ababot,14.3166667,21.7166667
abacher,13.8166667,20.8166667
abachta,13.2,18.3
abadji,10.6333333,15.3166667
abado,12.8333333,14.8
ab agaride,13.5166667,19.2833333
abaher,12.3333333,19.35
abakada,14.55,22.25
abakar,14.2666667,21.3166667
abakari karoua,13.15,15.7333333
abalagn,11.6666667,16.7666667
abalagne,11.5333333,19.0833333
abaleinie,12.3833333,15.4769444
ab amdourou,13.05,17.7166667
ab amre,13.2,18.7333333
ab amsouar,13.1333333,18.4166667
abani,13.8166667,15.5333333
abanie birgit,12.6666667,20.5
abarai,10.85,16.1333333
abaron,13.55,21.6
abayro,14.1,15.3666667
abbi,8.35,15.5333333
ab boda,13.2166667,18.55
ab charami,12.95,18.9333333
ab charganie,13.5666667,19.0833333
ab cheikh,12.4666667,16.1833333
abchour,12.1666667,21.3
abdata,13.45,21.9833333
ab delena,12.8055556,15.2458333
abd en rasou,13.5,18.65
abdi,12.8,21.3
abdier,12.8,20.3666667
abdiguil,13.7666667,19.5833333
abdilisi,12.5833333,17.3333333
ab djidat,12.9,19.3166667
ab djimie,12.9666667,18.3833333
abdjogana,12.3666667,15.0
ab djoudoul,12.7166667,19.4833333
ab djouet,13.2166667,18.3666667
ab djoulou,13.8666667,19.9666667
abd obo,12.4538889,15.3561111
ab dorot,12.4208333,15.5633333
abdouel,10.8,17.3833333
abdoulay kaou,12.5333333,17.1166667
abd oumbour,12.7166667,16.5
abdourta,12.5,20.75
abebeabo,10.6333333,16.5333333
abela,11.1833333,20.3666667
abel basan,12.1283333,15.8144444
abele,14.7833333,21.8
abelrati,13.1833333,21.1
abena,12.0825,15.3902778
abenakabre,12.1361111,15.8433333
aberber,14.25,21.25
abere,11.5333333,16.7833333
aberei,12.6166667,19.2
abere tchertcher,12.3666667,21.6333333
abetil,14.5166667,21.8
ab gabara,12.6333333,18.0833333
ab gara,13.1666667,18.4333333
abgara,13.3666667,19.3333333
abgara,14.3166667,21.2833333
ab garib,13.5166667,19.2333333
abgarna,14.25,22.3166667
abge,11.95,19.5166667
abgoroum ramadan,14.0833333,20.2333333
ab gouka,12.9666667,18.9
ab hodja,12.75,19.1833333
